序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
706,地铁古城家园3室1厅550万,2017-01-13,地铁古城家园,石景山,杨庄,, 五至六环,550,49042,112.15,2001年建/塔楼,3室1厅,低楼层/共25层,东北,平层/精装,http://bj.lianjia.com/ershoufang/101101069636.html
707,中间位置一层带花园开发商送装修客厅落地窗带阳台,2017-01-13,奥林匹克花园一期,朝阳,东坝,, 五至六环,900,74795,120.33,2003年建/板楼,3室2厅,低楼层/共4层,东南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069631.html
708,北重西厂2室1厅415万,2017-01-13,北重西厂,石景山,鲁谷,, 四至五环,415,52860,78.51,2000年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069621.html
709,上林溪2室1厅750万,2017-01-13,上林溪,海淀,安宁庄,, 五至六环,750,80898,92.71,2012年建/板楼,2室1厅,中楼层/共21层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069615.html
710,星河1852室2厅310万,2017-01-13,星河185,燕郊,燕郊城区,, ,310,34033,91.09,2012年建/塔楼,2室2厅,高楼层/共23层,南,其他,http://bj.lianjia.com/ershoufang/101101069613.html
711,皂君东里中间楼层南北双阳台三居室好房诚心卖,2017-01-13,皂君东里,海淀,皂君庙,, 二至三环,770,98340,78.3,1986年建/板楼,3室1厅,中楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101069608.html
712,翠成馨园2室1厅475万,2017-01-13,翠成馨园,朝阳,垡头,, 四至五环,475,54082,87.83,2008年建/板塔结合,2室1厅,低楼层/共11层,东南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069578.html
713,满庭芳园3室1厅1100万,2017-01-13,满庭芳园,海淀,双榆树,, 二至三环,1100,83492,131.75,1999年建/塔楼,3室1厅,中楼层/共24层,东北,精装,http://bj.lianjia.com/ershoufang/101101069574.html
714,东环18公寓1室1厅730万,2017-01-13,东环18公寓,朝阳,双井,, 三至四环,730,79487,91.84,2002年建/板楼,1室1厅,中楼层/共11层,南,精装,http://bj.lianjia.com/ershoufang/101101069572.html
715,果岭小镇2室2厅486万,2017-01-13,果岭小镇,昌平,东关,, 六环外,486,48717,99.76,2005年建/板楼,2室2厅,中楼层/共5层,南北,精装,http://bj.lianjia.com/ershoufang/101101069556.html
716,京投银泰琨御府1室0厅380万,2017-01-13,京投银泰琨御府,海淀,四季青,, 三至四环,380,88229,43.07,2016年建/板楼,1室0厅,中楼层/共10层,南,其他,http://bj.lianjia.com/ershoufang/101101069552.html
717,首尔甜城一期2室1厅290万,2017-01-13,首尔甜城一期,燕郊,燕郊城区,, ,290,37860,76.6,2014年建/塔楼,2室1厅,高楼层/共33层,南,平层/其他,http://bj.lianjia.com/ershoufang/101101069541.html
718,金宝城北区2室1厅380万,2017-01-13,金宝城北区,顺义,马坡,, 六环外,380,42554,89.3,2013年建/板楼,2室1厅,低楼层/共11层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069501.html
719,龙山华府2室1厅290万,2017-01-13,龙山华府,昌平,南邵,, 六环外,290,42293,68.57,2010年建/板塔结合,2室1厅,低楼层/共21层,南,简装,http://bj.lianjia.com/ershoufang/101101069489.html
720,金顶街四区1室1厅350万,2017-01-13,金顶街四区,石景山,苹果园,, 五至六环,350,55293,63.3,1999年建/板楼,1室1厅,高楼层/共6层,南,平层/简装,http://bj.lianjia.com/ershoufang/101101069470.html
721,昌平县城，南环里小区两居室地铁房。,2017-01-13,南环里,昌平,鼓楼大街,, 六环外,260,45807,56.76,1996年建/板楼,2室1厅,高楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101069469.html
722,SOCO公社不限购地铁房,2017-01-13,SOCO公社,海淀,西三旗,, 五至六环,165,36050,45.77,2011年建/塔楼,1室0厅,中楼层/共17层,西,平层/精装,http://bj.lianjia.com/ershoufang/101101069467.html
723,虎坊路小区2室1厅710万,2017-01-13,虎坊路小区,西城,陶然亭,, 二环内,710,140511,50.53,1965年建/板楼,2室1厅,中楼层/共5层,南北,其他,http://bj.lianjia.com/ershoufang/101101069433.html
724,诚心卖看房方便东南朝向的公摊小,2017-01-13,南竺园,顺义,首都机场,, 五至六环,265,37204,71.23,1994年建/塔楼,2室1厅,高楼层/共6层,东南,平层/简装,http://bj.lianjia.com/ershoufang/101101069427.html
725,西关北路2室1厅250万,2017-01-13,西关北路,昌平,西关环岛,, ,250,39620,63.1,1993年建/板楼,2室1厅,低楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069404.html
726,兴海家园满五年南北通透高楼层,2017-01-13,兴海家园星苑,大兴,西红门,, 四至五环,470,55504,84.68,2004年建/板楼,2室1厅,高楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069396.html
727,龙兴园北区两居+南北通透+板楼三层+产权清晰,2017-01-13,龙兴园北区,昌平,回龙观,, 五至六环,412,48030,85.78,2000年建/板楼,2室2厅,中楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069377.html
728,前进花园石门苑1室1厅285万,2017-01-13,前进花园石门苑,顺义,顺义城,, 五至六环,285,40657,70.1,2000年建/板楼,1室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069371.html
729,温泉花园B区3室2厅450万,2017-01-13,温泉花园B区,昌平,北七家,, 五至六环,450,29606,152,1999年建/板楼,3室2厅,中楼层/共4层,南北,精装,http://bj.lianjia.com/ershoufang/101101069369.html
730,罗庄西里东南大居室25平米大客厅高层无遮挡,2017-01-13,罗庄西里,海淀,知春路,, 三至四环,650,77015,84.4,1998年建/塔楼,2室1厅,中楼层/共18层,东南,平层/其他,http://bj.lianjia.com/ershoufang/101101069343.html
731,东方夏威夷北岸2室1厅245万,2017-01-13,东方夏威夷北岸,燕郊,燕郊城区,, ,245,28344,86.44,2010年建/塔楼,2室1厅,高楼层/共33层,西南,其他,http://bj.lianjia.com/ershoufang/101101069314.html
732,华泰靖湘园2室1厅152万,2017-01-13,华泰靖湘园,燕郊,燕郊城区,, ,152,28149,54,2013年建/板塔结合,2室1厅,低楼层/共24层,北,平层/其他,http://bj.lianjia.com/ershoufang/101101069312.html
733,国美第一城2号院2室1厅550万,2017-01-13,国美第一城2号院,朝阳,朝青,, 四至五环,550,70136,78.42,2006年建/板塔结合,2室1厅,高楼层/共27层,东北,平层/精装,http://bj.lianjia.com/ershoufang/101101069306.html
734,宝石花苑2室1厅1150万,2017-01-12,宝石花苑,朝阳,亚运村小营,, 四至五环,1150,112934,101.83,2006年建/板楼,2室1厅,中楼层/共12层,南北,精装,http://bj.lianjia.com/ershoufang/101101069303.html
735,清缘里东西通透精装2居室好户型好楼层原值高诚售,2017-01-12,清缘里中区,海淀,清河,, 五至六环,470,67182,69.96,1999年建/板楼,2室1厅,低楼层/共10层,东西,精装,http://bj.lianjia.com/ershoufang/101101069298.html
736,行宫园一里2室1厅200万,2017-01-12,行宫园一里,房山,良乡,, 六环外,200,35218,56.79,1993年建/板楼,2室1厅,低楼层/共6层,东西,简装,http://bj.lianjia.com/ershoufang/101101069294.html
737,安翔里小区正规三居室，南北通透，小区安静,2017-01-12,安翔里小区,朝阳,健翔桥,, 四至五环,600,83496,71.86,1990年建/板楼,3室1厅,高楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101069293.html
738,北京苏活二区2室1厅195万,2017-01-12,北京苏活二区,顺义,顺义其它,, 五至六环,195,35142,55.49,2010年建/板塔结合,2室1厅,低楼层/共9层,南,简装,http://bj.lianjia.com/ershoufang/101101069289.html
739,八通线500米南北两居带正规客厅,2017-01-12,三间房南里7号院,朝阳,定福庄,, 五至六环,254,46427,54.71,1979年建/板楼,2室1厅,高楼层/共5层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069286.html
740,小关东街2室1厅420万,2017-01-12,小关东街,朝阳,惠新西街,, 三至四环,420,76629,54.81,1991年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069284.html
741,澳洲康都1室1厅600万,2017-01-12,澳洲康都,朝阳,望京,, 四至五环,600,90212,66.51,2005年建/板塔结合,1室1厅,高楼层/共17层,东,平层/精装,http://bj.lianjia.com/ershoufang/101101069277.html
742,模式口西里2室1厅290万,2017-01-12,模式口西里,石景山,苹果园,, 五至六环,290,46032,63,1991年建/板楼,2室1厅,高楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101069275.html
743,工商大学两居室，诚心出售，看房方便。,2017-01-12,工商大学东校区,海淀,甘家口,, 二至三环,540,104449,51.7,1990年建/板楼,2室1厅,中楼层/共6层,东,平层/简装,http://bj.lianjia.com/ershoufang/101101069266.html
744,西马金润三居改大两居满五年南北向采光好,2017-01-12,西马金润一区,丰台,马家堡,, 三至四环,615,61779,99.55,1999年建/板楼,2室2厅,高楼层/共7层,南北,精装,http://bj.lianjia.com/ershoufang/101101069264.html
745,半地下三居全款交易精装修南北朝向,2017-01-12,北京人家,昌平,回龙观,, 五至六环,260,24104,107.87,2005年建/板塔结合,3室2厅,地下室/共10层,南北,精装,http://bj.lianjia.com/ershoufang/101101069257.html
746,洋桥南小区带游泳馆和体育馆东南向两居,2017-01-12,东丽温泉,丰台,洋桥,, 三至四环,460,62671,73.4,2002年建/塔楼,2室1厅,中楼层/共24层,东南,平层/精装,http://bj.lianjia.com/ershoufang/101101069254.html
747,太平桥小区2室1厅430万,2017-01-12,太平桥小区,丰台,太平桥,, 二至三环,430,72783,59.08,1991年建/板楼,2室1厅,高楼层/共6层,南,平层/简装,http://bj.lianjia.com/ershoufang/101101069252.html
748,模式口西里2室1厅265万,2017-01-12,模式口西里,石景山,苹果园,, 五至六环,265,48121,55.07,1987年建/板楼,2室1厅,高楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101069250.html
749,东中街方正三居室歌剧院家属楼,2017-01-12,东中街,东城,东直门,, 二至三环,720,104636,68.81,1988年建/板楼,3室1厅,中楼层/共14层,东西北,平层/精装,http://bj.lianjia.com/ershoufang/101101069239.html
750,厂洼小区2室1厅540万,2017-01-12,厂洼小区,海淀,厂洼,, 三至四环,540,97298,55.5,1988年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069228.html
751,东中街方正三居室歌剧院家属楼,2017-01-12,东中街,东城,东直门,, 二至三环,720,104636,68.81,1988年建/板楼,3室1厅,中楼层/共14层,东西北,平层/精装,http://bj.lianjia.com/ershoufang/101101069239.html
752,厂洼小区2室1厅540万,2017-01-12,厂洼小区,海淀,厂洼,, 三至四环,540,97298,55.5,1988年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069228.html
753,南北通透三居小区安静不临街诚心出售没有个税,2017-01-12,万泉庄1号院,海淀,苏州桥,, 三至四环,880,108642,81,1983年建/板楼,3室1厅,低楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101069225.html
754,贾家花园甲1号院带独立客厅明厨明卫满五年！,2017-01-12,贾家花园甲1号院,丰台,刘家窑,, 三至四环,345,60719,56.82,1996年建/板楼,2室1厅,高楼层/共6层,东西,平层/简装,http://bj.lianjia.com/ershoufang/101101069205.html
755,京贸国际城南向两居室高楼层可观运河,2017-01-12,京贸国际城西区,通州,武夷花园,, 五至六环,575,64987,88.48,2011年建/塔楼,2室1厅,高楼层/共40层,南,平层/精装,http://bj.lianjia.com/ershoufang/101101069201.html
756,天通公园里2室1厅260万,2017-01-12,天通公园里,昌平,天通苑,, 五至六环,260,42623,61,2008年建/板塔结合,2室1厅,低楼层/共24层,东,其他,http://bj.lianjia.com/ershoufang/101101069199.html
757,德宝新园2室1厅400万,2017-01-12,德宝新园,西城,西直门,, 二至三环,400,74627,53.6,1992年建/板楼,2室1厅,地下室/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101069159.html
758,南珠苑2室1厅400万,2017-01-12,南珠苑,丰台,草桥,, 三至四环,400,60106,66.55,2003年建/塔楼,2室1厅,低楼层/共22层,东北,平层/简装,http://bj.lianjia.com/ershoufang/101101069146.html
759,新奥洋房4室2厅1300万,2017-01-12,新奥洋房,东城,永定门,, 二至三环,1300,71136,182.75,2005年建/板楼,4室2厅,高楼层/共8层,东南北,精装,http://bj.lianjia.com/ershoufang/101101069142.html
760,第三区2室2厅550万,2017-01-12,第三区,西城,马连道,, 二至三环,550,63533,86.57,2009年建/板楼,2室2厅,低楼层/共15层,西南,平层/其他,http://bj.lianjia.com/ershoufang/101101069129.html
761,芍药居北里2室1厅650万,2017-01-12,芍药居北里,朝阳,芍药居,, 三至四环,650,75855,85.69,2005年建/塔楼,2室1厅,中楼层/共24层,东南,平层/精装,http://bj.lianjia.com/ershoufang/101101069122.html
762,温泉花园B区1室1厅260万,2017-01-12,温泉花园B区,昌平,北七家,, 五至六环,260,42623,61,2002年建/板楼,1室1厅,中楼层/共6层,南北,其他,http://bj.lianjia.com/ershoufang/101101069119.html
763,和平门低层三居室，新壁街小区精装东西三居室；,2017-01-12,新壁街,西城,西单,, 二环内,1150,117156,98.16,2004年建/板楼,3室1厅,低楼层/共6层,东南西,平层/精装,http://bj.lianjia.com/ershoufang/101101069116.html
764,朝阳公园金台路甜水园东里小区自建小院阳光好,2017-01-12,甜水园东里,朝阳,甜水园,, 三至四环,315,80296,39.23,1991年建/板楼,1室1厅,低楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101069111.html
765,朝阳新城南北通透两居室，高楼层，带阁楼,2017-01-12,朝阳新城一区,朝阳,东坝,, 五至六环,480,52940,90.67,2006年建/板楼,2室2厅,高楼层/共6层,南北,复式/精装,http://bj.lianjia.com/ershoufang/101101069086.html
766,希格玛公寓两居室高楼层无遮挡,2017-01-12,希格玛公寓,海淀,中关村,, 三至四环,650,70853,91.74,1998年建/塔楼,2室1厅,中楼层/共20层,北,简装,http://bj.lianjia.com/ershoufang/101101069078.html
767,此房是满五年的房子，业主在北京只有这一套住房。,2017-01-12,吉庆里小区,朝阳,朝阳门外,, 二至三环,650,83570,77.78,1998年建/塔楼,2室1厅,高楼层/共18层,西南,平层/简装,http://bj.lianjia.com/ershoufang/101101069051.html
768,歌剧院家属楼，双南向两居室，采光好。,2017-01-12,东中街,东城,东直门,, 二至三环,690,110295,62.56,1988年建/板楼,2室1厅,中楼层/共14层,南,平层/简装,http://bj.lianjia.com/ershoufang/101101069037.html
769,八里庄北里2室1厅536万,2017-01-12,八里庄北里,海淀,定慧寺,, 三至四环,536,94367,56.8,1994年建/板楼,2室1厅,中楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069036.html
770,上海沙龙2室1厅540万,2017-01-12,上海沙龙,亦庄开发区,亦庄,, 五至六环,540,62069,87,2003年建/板楼,2室1厅,中楼层/共9层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101069033.html
771,新悦家园2室1厅360万,2017-01-12,新悦家园,昌平,鼓楼大街,, 六环外,360,42725,84.26,2003年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101069019.html
772,一品亦庄2室1厅590万,2017-01-12,一品亦庄,亦庄开发区,亦庄,, 五至六环,590,49045,120.3,2005年建/板楼,2室1厅,中楼层/共11层,南北,精装,http://bj.lianjia.com/ershoufang/101101069016.html
773,建明里经典两居室中间楼层满五年不临街业主诚心出售,2017-01-12,建明里小区,昌平,西关环岛,, 六环外,310,37631,82.38,1998年建/板楼,2室1厅,中楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101069003.html
774,科学院经典南北通透两居室户型方正采光充足,2017-01-12,科学院,朝阳,奥林匹克公园,, 四至五环,380,81371,46.7,1975年建/板楼,2室1厅,高楼层/共5层,南北,其他,http://bj.lianjia.com/ershoufang/101101068997.html
775,东城区二环里正规东南两居室,2017-01-12,左安浦园,东城,左安门,, 二环内,660,77648,85,2004年建/板楼,2室1厅,低楼层/共18层,东南,精装,http://bj.lianjia.com/ershoufang/101101068974.html
776,康庄路52号院2室1厅330万,2017-01-12,康庄路52号院,大兴,枣园,, 五至六环,330,38480,85.76,2010年建/板塔结合,2室1厅,低楼层/共21层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101068966.html
777,政馨园一区2室1厅400万,2017-01-12,政馨园一区,丰台,宋家庄,, 三至四环,400,55371,72.24,2003年建/板塔结合,2室1厅,中楼层/共18层,南,平层/其他,http://bj.lianjia.com/ershoufang/101101068955.html
778,小南庄社区2室1厅680万,2017-01-12,小南庄社区,海淀,苏州桥,, 三至四环,680,109678,62,1993年建/板楼,2室1厅,中楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101068948.html
